train_idx,recording_id,window_idx
1759,1023050,13
1760,880054,7
1761,1010651,8
1762,1012939,6
1763,1027846,6
1764,1009102,8
1765,959619,3
1766,1021075,1
1767,691600,1
1768,676549,7
1769,688631,3
1770,1047654,8
1771,829231,5
1772,1012679,9
1773,1138670,11
1774,999642,10
1775,686057,14
1776,924626,2
1777,941230,6
1778,1012939,6
1779,743810,0
1780,875451,13
1781,825254,14
1782,1139294,6
1783,973034,9
1784,648368,1
1785,1012500,7
1786,786155,2
1787,898844,1
1788,1021072,11
1789,1138668,7
1790,1020218,11
1791,776032,5
1792,955943,11
1793,812729,0
1794,1072200,12
1795,975331,0
1796,879667,7
1797,880802,14
1798,957291,8
1799,1133668,0
1800,958842,13
1801,1039176,0
1802,1029615,12
1803,999642,1
1804,797245,5
1805,694376,0
1806,1089129,3
1807,898674,11
1808,914376,4
1809,975331,7
1810,1083908,7
1811,1095084,14
1812,1012680,2
1813,1007629,6
1814,1013745,2
1815,1012939,4
1816,1138670,13
1817,955944,1
1818,973034,0
1819,803375,6
1820,803375,4
1821,957291,6
1822,1012678,3
1823,963141,9
1824,1080235,1
1825,880056,7
1826,1012498,12
1827,1139604,11
1828,1139951,4
1829,915555,3
1830,1095092,1
1831,958843,10
1832,1133668,10
1833,1089603,2
1834,1139788,7
1835,1007629,10
1836,691600,12
1837,1039176,11
1838,1027846,8
1839,924239,11
1840,880053,3
1841,1138651,6
1842,1012506,9
1843,1021072,7
1844,1107072,9
1845,880054,5
1846,1060244,14
1847,1015051,12
1848,1138832,11
1849,1138978,7
1850,1060245,3
1851,1009102,6
1852,825254,12
1853,1046357,8
1854,1012679,9
1855,963141,10
1856,721569,12
1857,1024572,6
1858,1099408,13
1859,1035996,0
1860,1012506,6
1861,928007,3
1862,1138672,9
1863,935615,9
1864,955945,1
1865,1092304,6
1866,1138651,12
1867,731970,0
1868,1015051,11
1869,806343,5
1870,1012404,0
1871,737551,2
1872,1079586,14
1873,806343,7
1874,928007,2
1875,1138730,2
1876,924626,5
1877,1027844,8
1878,839869,9
1879,1027846,9
1880,829229,5
1881,1107061,11
1882,955944,10
1883,1099408,2
1884,1094464,4
1885,694376,9
1886,958837,10
1887,813954,3
1888,720921,5
1889,829229,3
1890,670954,5
1891,729504,13
1892,1012500,3
1893,955954,10
1894,1138660,6
1895,825254,6
1896,1100538,4
1897,959153,6
1898,1060244,2
1899,1013742,5
1900,1139350,3
1901,1060244,6
1902,899902,13
1903,789575,8
1904,1012498,3
1905,1029615,8
1906,994379,4
1907,776032,0
1908,737551,2
1909,999808,3
1910,958836,1
1911,743188,2
1912,1013748,8
1913,1138427,8
1914,661732,2
1915,1138670,3
1916,721569,6
1917,698317,14
1918,789575,2
1919,860679,14
1920,1089129,2
1921,1051517,14
1922,935615,10
1923,926363,14
1924,923855,11
1925,825254,10
1926,1014090,4
1927,955945,14
1928,955945,10
1929,955942,5
1930,722853,9
1931,825254,10
1932,1095084,2
1933,1036594,4
1934,1012134,8
1935,721569,2
1936,928007,8
1937,1014090,7
1938,1014090,5
1939,1007629,9
1940,1047654,7
1941,698317,12
1942,959619,2
1943,1012500,11
1944,1138672,5
1945,1138730,9
1946,914376,6
1947,1089603,6
1948,1100538,12
1949,706924,1
1950,973034,12
1951,958832,5
1952,806343,1
1953,880054,9
1954,958842,13
1955,679452,12
1956,1104243,4
1957,1068477,2
1958,1012404,6
1959,1012679,2
1960,1092304,0
1961,958844,1
1962,1056054,4
1963,1138427,12
1964,813955,2
1965,1139332,1
1966,829232,13
1967,892933,3
1968,790022,4
1969,1138670,14
1970,1139350,2
1971,661732,12
1972,735828,8
1973,1049157,4
1974,1133668,13
1975,926363,0
1976,914376,14
1977,703911,4
1978,782482,6
1979,1068477,10
1980,1099293,4
1981,958844,14
1982,879667,3
1983,1094464,12
1984,1023050,5
1985,743810,6
1986,1083908,13
1987,1083908,1
1988,924634,7
1989,924626,13
1990,1139534,5
1991,688631,11
1992,928007,4
1993,958832,3
1994,875451,5
1995,1012680,13
1996,955923,0
1997,1015043,12
1998,1012498,10
1999,924638,0
2000,1013307,6
2001,1107072,5
2002,1012136,12
2003,1069251,6
2004,1083920,11
2005,1049157,3
2006,735828,14
2007,812729,2
2008,1139348,2
2009,813955,10
2010,1018064,11
2011,749982,7
2012,1029783,9
2013,797245,4
2014,1013847,10
2015,1060245,12
2016,1138428,3
2017,721569,13
2018,829229,0
2019,829232,1
2020,900144,4
2021,1010651,1
2022,1012500,5
2023,898674,10
2024,958844,6
2025,782482,1
2026,958835,14
2027,955944,12
2028,1013832,12
2029,1015051,0
2030,1015039,11
2031,1139332,3
2032,679452,11
2033,924634,10
2034,1095084,1
2035,1012679,7
2036,928007,9
2037,1080235,2
2038,776032,12
2039,1045446,5
2040,1100538,3
2041,1021075,6
2042,1139294,10
2043,1027844,7
2044,1010651,5
2045,963141,8
2046,736268,3
2047,1056054,1
2048,1021072,4
2049,958842,8
2050,955943,4
2051,958844,0
2052,880054,10
2053,1013742,7
2054,1139790,1
2055,879667,9
2056,1009102,7
2057,879667,1
2058,1012506,9
2059,1090713,2
2060,786154,5
2061,1021072,8
2062,892933,2
2063,1036594,3
2064,1014379,2
2065,790022,5
2066,1014090,10
2067,1138660,3
2068,1089603,0
2069,958843,12
2070,1079586,5
2071,722853,7
2072,813954,12
2073,924634,12
2074,829231,2
2075,1012404,7
2076,790022,14
2077,803375,7
2078,955945,13
2079,782482,2
2080,829232,14
2081,720339,11
2082,879118,5
2083,880802,13
2084,1086866,8
2085,1095084,7
2086,1133843,2
2087,860679,11
2088,720339,5
2089,1015040,3
2090,1049227,6
2091,959619,5
2092,782482,10
2093,958836,4
2094,1045441,5
2095,732715,1
2096,1094463,8
2097,1029615,10
2098,1068477,9
2099,959153,13
2100,1049227,8
2101,1136851,5
2102,1083908,8
2103,973034,7
2104,706135,6
2105,686057,6
2106,1045832,7
2107,958843,3
2108,1018064,13
2109,955954,4
2110,790022,6
2111,1049157,2
2112,786153,9
2113,924239,3
2114,1090318,3
2115,735828,1
2116,729504,14
2117,935615,2
2118,721569,0
2119,1083198,14
2120,955943,9
2121,782482,13
2122,1013010,9
2123,955942,7
2124,958844,12
2125,928007,9
2126,1049157,8
2127,735856,9
2128,1013748,9
2129,1049157,4
2130,1100538,11
2131,688631,8
2132,1024572,7
2133,1139789,0
2134,959619,11
2135,924638,8
2136,1136851,12
2137,691600,11
2138,1047654,12
2139,1046357,11
2140,1090713,3
2141,1138660,13
2142,959153,10
2143,958837,11
2144,924239,5
2145,698317,13
2146,786153,13
2147,735856,7
2148,1029783,0
2149,975331,13
2150,1029615,9
2151,1013847,7
2152,789575,7
2153,1045441,9
2154,1094464,2
2155,1027844,11
2156,875451,10
2157,1139604,9
2158,1133668,5
2159,860679,7
2160,1133668,7
2161,1013038,10
2162,1051517,4
2163,958832,1
2164,1139790,12
2165,915555,5
2166,1089603,3
2167,900144,2
2168,1012680,6
2169,1027846,11
2170,1138660,14
2171,1015040,2
2172,880054,0
2173,898674,0
2174,1138428,4
2175,1138660,5
2176,941230,1
2177,1138662,1
2178,813955,7
2179,1139788,10
2180,753469,2
2181,1060244,12
2182,813954,4
2183,1012136,12
2184,1085542,2
2185,892933,7
2186,813954,7
2187,1012679,6
2188,1089801,11
2189,1012500,2
2190,955954,0
2191,1012679,14
2192,1021075,7
2193,875451,6
2194,880053,1
2195,1049157,1
2196,720339,7
2197,959153,14
2198,1104243,3
2199,706135,11
2200,764681,3
2201,1060042,2
2202,1015040,1
2203,958843,1
2204,720921,3
2205,924636,1
2206,1012136,3
2207,1074392,3
2208,1020218,6
2209,706924,2
2210,764681,11
2211,1047654,12
2212,1013010,13
2213,880056,5
2214,1138978,1
2215,1020218,12
2216,1013742,6
2217,924797,7
2218,1095092,1
2219,736268,5
2220,915555,11
2221,926363,6
2222,1095084,0
2223,1139534,11
2224,1018064,1
2225,786155,8
2226,1139790,7
2227,735828,9
2228,924797,10
2229,1049703,7
2230,743810,7
2231,1012680,9
2232,803375,5
2233,1107061,2
2234,829229,11
2235,1023050,0
2236,829232,5
2237,975331,2
2238,1090713,4
2239,729504,9
2240,1012499,6
2241,959153,2
2242,1014090,5
2243,1133843,1
2244,1083198,2
2245,1072200,1
2246,825254,3
2247,1021073,11
2248,958835,13
2249,1104243,14
2250,1007629,3
2251,924636,11
2252,1012680,3
2253,732715,2
2254,706135,12
2255,958844,2
2256,1092304,3
2257,914376,1
2258,1012499,5
2259,1049703,4
2260,1020218,13
2261,1138672,7
2262,915555,14
2263,1046357,13
2264,789575,7
2265,958844,8
2266,1007629,12
2267,924797,5
2268,749982,12
2269,1139294,12
2270,1094463,3
2271,1021073,3
2272,729504,7
2273,720921,4
2274,973034,8
2275,1138832,6
2276,1012678,4
2277,1107072,7
2278,926363,11
2279,958844,3
2280,1021072,6
2281,999808,1
2282,880056,1
2283,813954,11
2284,955938,4
2285,720339,1
2286,1045832,4
2287,677543,8
2288,1107072,12
2289,1020218,0
2290,1013832,14
2291,1095092,6
2292,1020218,7
2293,1136851,6
2294,1139350,0
2295,731970,9
2296,731970,13
2297,1094463,4
2298,776026,4
2299,829232,5
2300,1012136,4
2301,880056,1
2302,1138978,6
2303,789575,2
2304,923855,7
2305,782482,7
2306,1092304,8
2307,743188,14
2308,957326,7
2309,1083908,1
2310,1012506,13
2311,1089801,7
2312,1138660,4
2313,720922,6
2314,1138428,9
2315,957291,13
2316,686057,13
2317,1107072,10
2318,1047654,11
2319,999642,9
2320,1013010,2
2321,1012680,0
2322,1012506,12
2323,899902,11
2324,812729,4
2325,732715,10
2326,1089129,5
2327,786155,9
2328,1015051,9
2329,898674,9
2330,764681,10
2331,1139604,6
2332,1013742,9
2333,1060245,11
2334,1138832,12
2335,1080235,4
2336,1138672,14
2337,1138730,10
2338,1072200,14
2339,1021073,12
2340,1139788,4
2341,1012679,7
2342,648368,8
2343,1049157,7
2344,1104243,7
2345,670954,0
2346,1007629,14
2347,1015039,5
2348,1013748,11
2349,829231,2
2350,729504,12
2351,1138662,9
2352,776026,2
2353,720921,11
2354,898844,10
2355,1049157,10
2356,911663,11
2357,875451,4
2358,958835,1
2359,1013748,10
2360,955943,13
2361,839869,0
2362,1047654,3
2363,955945,11
2364,732715,3
2365,958843,8
2366,786153,1
2367,1138670,2
2368,1107061,5
2369,879118,6
2370,1139790,9
2371,955942,6
2372,898674,2
2373,955942,3
2374,880802,12
2375,1013745,4
2376,914376,5
2377,958842,9
2378,1074392,9
2379,1089801,4
2380,1090318,3
2381,1139348,0
2382,860679,11
2383,1015040,4
2384,958835,9
2385,786153,3
2386,1021071,1
2387,1083198,12
2388,676545,9
2389,737551,1
2390,924636,9
2391,691600,0
2392,1139789,8
2393,911663,2
2394,813955,3
2395,1080235,1
2396,999642,4
2397,735856,6
2398,924239,1
2399,872369,12
2400,764681,12
2401,688631,12
2402,722853,0
2403,1138660,12
2404,1012506,11
2405,879118,7
2406,776032,4
2407,1029615,3
2408,963141,5
2409,1068477,5
2410,958836,3
2411,1012134,5
2412,1138428,8
2413,1139309,6
2414,1100538,12
2415,1021072,12
2416,975331,1
2417,1087463,6
2418,1092304,14
2419,914376,6
2420,1068477,4
2421,1077841,10
2422,1139788,11
2423,915555,11
2424,924797,14
2425,686057,0
2426,1094464,7
2427,924636,7
2428,958835,8
2429,1023050,3
2430,732715,7
2431,1036594,12
2432,984442,7
2433,1138651,0
2434,803375,1
2435,1021071,3
2436,1029615,1
2437,892933,13
2438,697755,2
2439,924626,11
2440,899902,7
2441,959619,4
2442,1060042,10
2443,1133668,6
2444,1089801,4
2445,1090318,1
2446,1138832,5
2447,959153,12
2448,1021075,10
2449,958832,4
2450,1085542,4
2451,1077841,7
2452,1095092,14
2453,860362,6
2454,735828,8
2455,898844,11
2456,1012678,5
2457,955944,2
2458,1056054,3
2459,1085542,14
2460,813954,12
2461,1138730,13
2462,721569,5
2463,1015039,8
2464,875451,8
2465,720922,5
2466,702570,7
2467,677543,2
2468,706135,5
2469,1090713,7
2470,735828,3
2471,898844,2
2472,1031083,3
2473,839869,1
2474,722853,3
2475,958836,7
2476,1024572,8
2477,732715,1
2478,1045832,6
2479,743188,1
2480,1045832,13
2481,1138730,7
2482,875451,7
2483,776032,13
2484,1138427,10
2485,697755,13
2486,1099408,5
2487,939388,2
2488,1020218,14
2489,1027844,2
2490,1080235,9
2491,1083198,6
2492,923855,11
2493,1133843,4
2494,1049703,5
2495,686057,3
2496,1049227,7
2497,782482,2
2498,958832,10
2499,1012678,0
2500,1138978,8
2501,1138651,8
2502,790022,7
2503,1020218,5
2504,786155,0
2505,1139789,3
2506,1082015,14
2507,1012498,4
2508,1021073,4
2509,1051517,7
2510,1012506,11
2511,1015043,10
2512,1060042,9
2513,1023050,7
2514,1139604,13
2515,1012500,12
2516,813954,7
2517,957291,2
2518,1138427,3
2519,813954,3
2520,1047654,13
2521,958836,8
2522,1138730,8
2523,1095084,0
2524,1012498,13
2525,670954,6
2526,924797,4
2527,1083920,6
2528,935615,5
2529,955954,3
2530,829231,7
2531,1013832,3
2532,958842,11
2533,880056,10
2534,676549,5
2535,1072200,13
2536,914376,13
2537,975331,8
2538,924634,4
2539,928007,3
2540,984442,12
2541,1082015,11
2542,786154,0
2543,797245,12
2544,688631,0
2545,1100538,9
2546,1012500,13
2547,1080242,7
2548,958837,9
2549,1046357,5
2550,1010651,13
2551,1027844,13
2552,677543,9
2553,958836,5
2554,776026,12
2555,924638,5
2556,786154,4
2557,721569,3
2558,786155,11
2559,1049703,14
2560,1092304,7
2561,743810,11
2562,1049157,13
2563,1072200,13
2564,1094463,0
2565,955942,1
2566,1060244,8
2567,790022,2
2568,1090318,2
2569,1049157,11
2570,1094464,8
2571,736268,10
2572,1012500,0
2573,1085542,1
2574,1060245,1
2575,899902,7
2576,958837,7
2577,829229,6
2578,1095092,8
2579,879667,13
2580,1139604,7
2581,786154,8
2582,899902,8
2583,1086866,10
2584,1080235,8
2585,898674,8
2586,958837,1
2587,729504,6
2588,1021075,3
2589,1095084,8
2590,1096225,1
2591,879118,10
2592,1136851,7
2593,789575,14
2594,1043795,10
2595,676545,4
2596,1010651,1
2597,860362,5
2598,720921,9
2599,955942,8
2600,706135,8
2601,872369,7
2602,1015051,7
2603,1010651,3
2604,1012134,4
2605,736268,10
2606,1046357,10
2607,776032,11
2608,980450,3
2609,1072200,8
2610,1079586,2
2611,1027844,9
2612,839869,14
2613,1012499,13
2614,661732,11
2615,1031083,11
2616,1051517,8
2617,1083908,13
2618,941230,4
2619,1013307,14
2620,915555,14
2621,955954,1
2622,1013742,0
2623,999808,0
2624,1100538,3
2625,1012134,7
2626,720921,0
2627,1100538,13
2628,1027844,3
2629,1080242,8
2630,1079586,0
2631,720922,3
2632,803375,8
2633,1021072,0
2634,1036594,14
2635,790022,0
2636,924636,3
2637,958836,10
2638,1104243,1
2639,1092304,7
2640,1136851,4
2641,957326,12
2642,880802,8
2643,959619,11
2644,1083198,9
2645,1139332,11
2646,1139534,12
2647,1049227,1
2648,915555,12
2649,958835,0
2650,670954,2
2651,1139604,0
2652,706924,9
2653,1139534,6
2654,1083908,3
2655,1089129,8
2656,825254,6
2657,1072200,12
2658,1024572,10
2659,1139951,1
2660,1089129,7
2661,735856,7
2662,955945,12
2663,957291,7
2664,1014379,4
2665,1012506,7
2666,1012680,4
2667,1012680,4
2668,939388,8
2669,1139788,6
2670,935615,8
2671,764681,10
2672,731970,12
2673,1039176,2
2674,1013307,10
2675,1095092,13
2676,860679,3
2677,1047654,1
2678,1013742,3
2679,1014090,14
2680,806343,0
2681,924797,2
2682,782482,9
2683,698317,14
2684,732715,8
2685,926363,5
2686,1079586,4
2687,753469,0
2688,1012498,3
2689,984442,3
2690,1095084,12
2691,1012136,2
2692,999808,1
2693,1045832,8
2694,1060244,3
2695,1013307,8
2696,914376,9
2697,1015043,4
2698,790022,10
2699,1072200,3
2700,957291,9
2701,1045832,11
2702,1012136,9
2703,1092304,11
2704,1089129,7
2705,766386,0
2706,1099293,14
2707,1090713,12
2708,994379,1
2709,1047654,3
2710,1021071,8
2711,941230,0
2712,1031083,0
2713,1090713,10
2714,1009102,11
2715,839869,8
2716,1083198,4
2717,1139294,5
2718,1013847,4
2719,1072200,5
2720,706135,0
2721,1138428,11
2722,1013832,7
2723,984442,8
2724,955938,3
2725,880054,0
2726,1060042,4
2727,782482,6
2728,703911,2
2729,697755,0
2730,958832,7
2731,698317,11
2732,1083908,10
2733,1083920,13
2734,958832,7
2735,1015039,2
2736,1013832,13
2737,1082015,9
2738,776032,11
2739,813955,5
2740,1045832,5
2741,803375,12
2742,1012404,12
2743,1090713,12
2744,1138428,4
2745,1092304,5
2746,1094464,13
2747,1090318,4
2748,1139332,1
2749,786154,12
2750,786154,10
2751,875451,9
2752,1015039,7
2753,698317,5
2754,839869,2
2755,1139789,8
2756,737551,9
2757,994379,8
2758,1060244,4
2759,1013010,4
2760,789575,1
2761,1012136,13
2762,963141,5
2763,686057,10
2764,860679,7
2765,1085542,9
2766,892933,1
2767,880802,5
2768,749982,13
2769,720922,1
2770,1138978,3
2771,1015039,13
2772,1080235,10
2773,1092304,5
2774,955938,2
2775,737551,7
2776,1099293,3
2777,1012404,4
2778,1013742,1
2779,706924,13
2780,1090318,4
2781,1087463,0
2782,1107061,8
2783,721569,6
2784,829229,7
2785,1031083,13
2786,1090713,5
2787,1029783,4
2788,776032,9
2789,1133668,13
2790,702570,5
2791,1087463,8
2792,955943,4
2793,1012679,5
2794,1007629,2
2795,1138730,3
2796,924636,10
2797,1045832,0
2798,776032,6
2799,1090318,11
2800,1045441,10
2801,879118,4
2802,743188,3
2803,973034,5
2804,955942,11
2805,957326,11
2806,697755,2
2807,1139294,14
2808,1139332,6
2809,1139294,7
2810,1049703,12
2811,722853,10
2812,958843,12
2813,880056,14
2814,776032,7
2815,737551,6
2816,923855,3
2817,743188,10
2818,957291,11
2819,1027844,0
2820,892933,0
2821,924631,9
2822,825254,12
2823,1007629,0
2824,1104243,2
2825,1012136,3
2826,924631,1
2827,1014090,4
2828,776026,7
2829,958832,8
2830,813954,6
2831,963141,12
2832,1060245,4
2833,1049703,1
2834,1139309,0
2835,1138670,8
2836,879667,14
2837,1104243,1
2838,1036594,0
2839,697755,0
2840,1139534,1
2841,984442,13
2842,880056,3
2843,786155,14
2844,958838,3
2845,1094463,13
2846,813954,0
2847,958844,9
2848,813955,4
2849,1095092,7
2850,1139309,5
2851,1013748,9
2852,1090713,14
2853,1138427,13
2854,676549,6
2855,955945,6
2856,1104243,0
2857,1031083,5
2858,1013742,1
2859,1012506,12
2860,706135,9
2861,732715,11
2862,1082015,4
2863,737551,4
2864,829232,3
2865,686057,9
2866,880054,8
2867,749982,2
2868,797245,4
2869,1056054,5
2870,688631,2
2871,1092304,2
2872,860679,1
2873,1138730,11
2874,776026,13
2875,1100538,14
2876,900144,3
2877,813955,8
2878,1027846,7
2879,825254,11
2880,1139350,0
2881,958832,4
2882,860362,6
2883,1138978,2
2884,790022,8
2885,1138427,7
2886,1089129,5
2887,679452,13
2888,1139332,8
2889,806343,12
2890,1138832,8
2891,1138672,1
2892,1027844,5
2893,1107072,3
2894,1049157,8
2895,749982,5
2896,1139309,5
2897,697755,8
2898,1079586,11
2899,1138730,5
2900,803375,5
2901,1099408,14
2902,1021071,8
2903,880056,5
2904,1080235,6
2905,958966,3
2906,1013832,12
2907,924634,8
2908,782482,4
2909,860362,10
2910,729504,13
2911,899902,10
2912,1138832,7
2913,1051517,13
2914,786153,4
2915,1015040,3
2916,1139951,2
2917,924638,7
2918,879118,8
2919,958836,5
2920,1012506,8
2921,1074392,1
2922,973034,7
2923,880053,0
2924,698317,8
2925,1077841,12
2926,720339,4
2927,924634,8
2928,1060245,2
2929,825254,3
2930,1069251,1
2931,924638,13
2932,676545,5
2933,1082015,10
2934,1138668,0
2935,958835,12
2936,1139790,1
2937,1049227,5
2938,955944,4
2939,789575,12
2940,1107072,6
2941,720922,4
2942,955945,8
2943,1086866,10
2944,1139294,11
2945,958838,4
2946,1138662,13
2947,732715,11
2948,1138427,14
2949,958837,8
2950,1104243,9
2951,1139350,3
2952,1051517,6
2953,959619,6
2954,955945,7
2955,1139332,13
2956,743188,14
2957,721569,2
2958,706135,1
2959,737551,13
2960,924626,3
2961,1014090,0
2962,1095092,3
2963,720339,13
2964,958836,3
2965,924636,0
2966,1138651,14
2967,698317,1
2968,1021073,8
2969,1077841,10
2970,786153,2
2971,860679,2
2972,1139294,2
2973,999642,8
2974,959619,8
2975,941230,10
2976,1009102,2
2977,1060245,9
2978,1139294,6
2979,1083908,14
2980,694376,3
2981,1009102,9
2982,872369,10
2983,955945,3
2984,1015043,0
2985,766386,9
2986,1060042,6
2987,1056054,1
2988,1036594,9
2989,1133668,12
2990,955954,12
2991,1079586,4
2992,880802,11
2993,676545,7
2994,829229,13
2995,1009102,1
2996,924239,10
2997,924636,0
2998,1035996,1
2999,688631,5
3000,958835,8
3001,923855,10
3002,941230,6
3003,958835,11
3004,1027844,13
3005,911663,6
3006,786153,7
3007,1021075,11
3008,786155,9
3009,1083920,7
3010,1029783,12
3011,829229,7
3012,1085542,6
3013,924638,2
3014,737551,11
3015,776032,0
3016,926363,13
3017,1100538,1
3018,1021073,6
3019,880054,12
3020,958844,4
3021,955942,9
3022,731970,8
3023,1021072,14
3024,1090318,10
3025,694376,9
3026,829232,7
3027,1015051,1
3028,688631,2
3029,1035996,6
3030,1007629,9
3031,1139951,5
3032,737551,10
3033,1139790,3
3034,1015043,11
3035,1139789,12
3036,694376,8
3037,1083198,7
3038,1136851,9
3039,1068477,0
3040,957291,4
3041,1012500,4
3042,1013038,10
3043,1029615,13
3044,1139332,11
3045,1138730,3
3046,1136851,4
3047,806343,8
3048,648368,5
3049,829231,9
3050,1090713,13
3051,1138660,6
3052,1138662,14
3053,661732,6
3054,1099408,8
3055,1021072,10
3056,1031083,7
3057,735856,5
3058,880054,2
3059,898844,8
3060,900144,13
3061,1047654,1
3062,679452,4
3063,1104243,5
3064,731970,3
3065,806343,6
3066,813955,6
3067,958842,12
3068,1138660,1
3069,1012134,14
3070,776026,3
3071,1013010,6
3072,898674,6
3073,1138670,9
3074,1012404,4
3075,1012499,7
3076,1027844,3
3077,1107072,2
3078,879667,6
3079,789575,9
3080,686057,14
3081,959619,13
3082,924797,3
3083,829232,4
3084,720921,12
3085,1079586,10
3086,924797,8
3087,732715,4
3088,958838,7
3089,860362,11
3090,749982,3
3091,924636,2
3092,1138670,7
3093,786154,14
3094,1015051,3
3095,706135,3
3096,1013748,7
3097,813955,1
3098,1047654,9
3099,1139790,10
3100,1082015,13
3101,924631,4
3102,1077841,7
3103,955943,1
3104,1139790,6
3105,676549,4
3106,1077841,8
3107,1089801,1
3108,924634,9
3109,1013748,6
3110,958836,6
3111,1107072,0
3112,892933,11
3113,1089801,12
3114,736268,11
3115,984442,11
3116,1024572,2
3117,766386,3
3118,935615,13
3119,676549,0
3120,880802,13
3121,928007,0
3122,1013010,5
3123,1045832,1
3124,935615,14
3125,776032,10
3126,955944,10
3127,1007629,1
3128,1012404,8
3129,1080235,11
3130,706924,3
3131,1013847,2
3132,899902,3
3133,1021072,1
3134,1012134,12
3135,1045441,9
3136,1138670,10
3137,1013745,3
3138,926363,3
3139,813955,13
3140,1138427,8
3141,731970,6
3142,924797,0
3143,924797,6
3144,914376,0
3145,677543,14
3146,1013832,8
3147,898674,0
3148,782482,11
3149,1035996,8
3150,959619,14
3151,1021075,2
3152,980450,12
3153,776026,0
3154,790022,1
3155,677543,5
3156,924634,5
3157,1020218,9
3158,813955,0
3159,924239,1
3160,720339,0
3161,749982,8
3162,1099408,14
3163,1012939,0
3164,825254,0
3165,955923,4
3166,860362,1
3167,766386,10
3168,648368,5
3169,958837,4
3170,1100538,4
3171,1021073,2
3172,766386,11
3173,1013832,1
3174,899902,1
3175,1048430,3
3176,1139604,14
3177,915555,10
3178,899902,9
3179,797245,10
3180,1007629,7
3181,1060244,0
3182,648368,1
3183,1031083,14
3184,829231,6
3185,1060042,14
3186,661732,4
3187,1051517,4
3188,1139310,1
3189,1012498,0
3190,1049227,4
3191,928007,10
3192,797245,1
3193,806343,9
3194,1048430,5
3195,720921,1
3196,720921,0
3197,743810,9
3198,1023050,2
3199,955943,11
3200,924634,10
3201,749982,1
3202,697755,12
3203,924636,13
3204,924239,8
3205,1138832,1
3206,812729,3
3207,1068477,7
3208,661732,8
3209,955942,4
3210,1133668,12
3211,924631,12
3212,661732,5
3213,914376,4
3214,860679,13
3215,1015040,8
3216,880802,5
3217,958832,6
3218,1029615,4
3219,1015039,4
3220,999642,14
3221,958832,2
3222,676549,3
3223,1015043,6
3224,1138672,12
3225,924638,5
3226,698317,7
3227,1045446,14
3228,782482,13
3229,1104243,4
3230,984442,10
3231,706135,8
3232,676545,2
3233,1029615,3
3234,924638,7
3235,1049157,9
3236,1083198,4
3237,957291,2
3238,980450,9
3239,702570,6
3240,980450,13
3241,911663,12
3242,1138672,1
3243,958837,2
3244,698317,6
3245,924634,0
3246,999642,2
3247,1045832,13
3248,1080242,7
3249,1049703,4
3250,1012499,1
3251,924638,9
3252,1096225,2
3253,1086866,1
3254,736268,1
3255,1013742,10
3256,732715,9
3257,1138660,7
3258,829229,2
3259,812729,7
3260,984442,0
3261,1012939,5
3262,670954,3
3263,753469,5
3264,1060244,9
3265,1089801,10
3266,911663,13
3267,1014090,6
3268,1083908,5
3269,1012500,1
3270,786153,3
3271,694376,5
3272,786153,11
3273,999642,5
3274,694376,13
3275,1014090,3
3276,676545,14
3277,1094464,3
3278,1089801,3
3279,1080242,11
3280,1015039,12
3281,1096225,3
3282,1012134,10
3283,935615,11
3284,1104243,6
3285,677543,0
3286,872369,12
3287,1107061,9
3288,924631,14
3289,1015051,2
3290,875451,3
3291,813955,13
3292,1090318,9
3293,1139789,6
3294,898674,12
3295,924626,9
3296,924239,9
3297,1107072,14
3298,691600,7
3299,875451,6
3300,926363,9
3301,1096225,2
3302,1046357,9
3303,829232,12
3304,879667,10
3305,786154,6
3306,1031083,1
3307,1015051,7
3308,786155,14
3309,1082015,5
3310,955943,14
3311,879667,5
3312,1139310,2
3313,1138427,1
3314,1095084,9
3315,1010651,11
3316,790022,9
3317,924239,0
3318,735828,11
3319,648368,9
3320,955954,12
3321,1045832,10
3322,1086866,3
3323,1039176,7
3324,1046357,3
3325,915555,0
3326,1012678,6
3327,1139534,9
3328,924634,5
3329,1139332,8
3330,1060042,7
3331,1012500,8
3332,1020218,3
3333,1107061,7
3334,648368,9
3335,1094464,3
3336,915555,2
3337,1099408,9
3338,939388,1
3339,924638,13
3340,813955,5
3341,766386,5
3342,1012136,0
3343,1138672,3
3344,1045441,1
3345,1099408,10
3346,958844,3
3347,1107072,8
3348,1012404,3
3349,1072200,9
3350,732715,2
3351,1021071,13
3352,1012500,9
3353,880056,11
3354,1079586,6
3355,1086866,8
3356,875451,1
3357,1138651,1
3358,958842,2
3359,753469,3
3360,1138662,7
3361,1138651,1
3362,1087463,13
3363,1045832,10
3364,743810,2
3365,1013745,0
3366,694376,10
3367,959619,6
3368,872369,3
3369,829231,8
3370,975331,10
3371,1138672,12
3372,1090713,14
3373,914376,12
3374,1068477,6
3375,955942,6
3376,898674,12
3377,1099408,7
3378,999642,6
3379,955938,1
3380,1107072,4
3381,955945,6
3382,980450,7
3383,737551,9
3384,980450,10
3385,694376,11
3386,1094464,7
3387,1090713,10
3388,1089801,1
3389,691600,6
3390,829232,11
3391,1013748,4
3392,1012678,7
3393,958966,1
3394,1083198,1
3395,1012498,1
3396,935615,6
3397,900144,12
3398,1095092,9
3399,703911,0
3400,1020218,6
3401,1138427,0
3402,694376,6
3403,735856,2
3404,1138672,10
3405,825254,2
