recording_id,species,file_url,duration_s,quality,country
184306,Black-capped Chickadee,https://xeno-canto.org/184306/download,38.0,B,United States
182680,Black-capped Chickadee,https://xeno-canto.org/182680/download,68.0,B,Canada
179792,Black-capped Chickadee,https://xeno-canto.org/179792/download,40.0,B,United States
178779,Black-capped Chickadee,https://xeno-canto.org/178779/download,96.0,B,United States
178778,Black-capped Chickadee,https://xeno-canto.org/178778/download,98.0,B,United States
175038,Black-capped Chickadee,https://xeno-canto.org/175038/download,83.0,B,Canada
168882,Black-capped Chickadee,https://xeno-canto.org/168882/download,19.0,B,United States
164791,Black-capped Chickadee,https://xeno-canto.org/164791/download,95.0,B,United States
156532,Black-capped Chickadee,https://xeno-canto.org/156532/download,65.0,B,Canada
154891,Black-capped Chickadee,https://xeno-canto.org/154891/download,44.0,B,Canada
149941,Black-capped Chickadee,https://xeno-canto.org/149941/download,11.0,B,Canada
139987,Black-capped Chickadee,https://xeno-canto.org/139987/download,46.0,B,Canada
139605,Black-capped Chickadee,https://xeno-canto.org/139605/download,70.0,B,United States
139438,Black-capped Chickadee,https://xeno-canto.org/139438/download,43.0,B,United States
139055,Black-capped Chickadee,https://xeno-canto.org/139055/download,24.0,B,United States
135477,Black-capped Chickadee,https://xeno-canto.org/135477/download,25.0,B,United States
131952,Black-capped Chickadee,https://xeno-canto.org/131952/download,18.0,B,Canada
123506,Black-capped Chickadee,https://xeno-canto.org/123506/download,59.0,B,United States
121068,Black-capped Chickadee,https://xeno-canto.org/121068/download,51.0,B,United States
114086,Black-capped Chickadee,https://xeno-canto.org/114086/download,83.0,B,United States
114073,Black-capped Chickadee,https://xeno-canto.org/114073/download,18.0,B,United States
103201,Black-capped Chickadee,https://xeno-canto.org/103201/download,20.0,B,United States
91543,Black-capped Chickadee,https://xeno-canto.org/91543/download,11.0,B,United States
83509,Black-capped Chickadee,https://xeno-canto.org/83509/download,11.0,B,United States
77884,Black-capped Chickadee,https://xeno-canto.org/77884/download,11.0,B,United States
70434,Black-capped Chickadee,https://xeno-canto.org/70434/download,91.0,B,United States
66089,Black-capped Chickadee,https://xeno-canto.org/66089/download,72.0,B,Canada
66004,Black-capped Chickadee,https://xeno-canto.org/66004/download,73.0,B,Canada
51779,Black-capped Chickadee,https://xeno-canto.org/51779/download,36.0,B,United States
37387,Black-capped Chickadee,https://xeno-canto.org/37387/download,25.0,B,Canada
30903,Black-capped Chickadee,https://xeno-canto.org/30903/download,26.0,B,United States
16900,Black-capped Chickadee,https://xeno-canto.org/16900/download,21.0,B,United States
15234,Black-capped Chickadee,https://xeno-canto.org/15234/download,33.0,B,Canada
1089829,Steller's Jay,https://xeno-canto.org/1089829/download,56.0,A,Guatemala
1086866,Steller's Jay,https://xeno-canto.org/1086866/download,30.0,A,Canada
980450,Steller's Jay,https://xeno-canto.org/980450/download,100.0,A,Mexico
940917,Steller's Jay,https://xeno-canto.org/940917/download,111.0,A,United States
915555,Steller's Jay,https://xeno-canto.org/915555/download,32.0,A,United States
898844,Steller's Jay,https://xeno-canto.org/898844/download,20.0,A,United States
898842,Steller's Jay,https://xeno-canto.org/898842/download,35.0,A,United States
893206,Steller's Jay,https://xeno-canto.org/893206/download,30.0,A,United States
880056,Steller's Jay,https://xeno-canto.org/880056/download,39.0,A,Guatemala
880054,Steller's Jay,https://xeno-canto.org/880054/download,21.0,A,Guatemala
880053,Steller's Jay,https://xeno-canto.org/880053/download,10.0,A,Guatemala
833454,Steller's Jay,https://xeno-canto.org/833454/download,46.0,A,Canada
829232,Steller's Jay,https://xeno-canto.org/829232/download,35.0,A,Canada
829231,Steller's Jay,https://xeno-canto.org/829231/download,17.0,A,Canada
829229,Steller's Jay,https://xeno-canto.org/829229/download,28.0,A,Canada
813956,Steller's Jay,https://xeno-canto.org/813956/download,36.0,A,Mexico
813955,Steller's Jay,https://xeno-canto.org/813955/download,52.0,A,Mexico
813954,Steller's Jay,https://xeno-canto.org/813954/download,55.0,A,Mexico
813953,Steller's Jay,https://xeno-canto.org/813953/download,101.0,A,Mexico
809880,Steller's Jay,https://xeno-canto.org/809880/download,22.0,A,United States
735856,Steller's Jay,https://xeno-canto.org/735856/download,16.0,A,Mexico
731972,Steller's Jay,https://xeno-canto.org/731972/download,54.0,A,United States
703911,Steller's Jay,https://xeno-canto.org/703911/download,11.0,A,United States
702570,Steller's Jay,https://xeno-canto.org/702570/download,14.0,A,Mexico
694376,Steller's Jay,https://xeno-canto.org/694376/download,23.0,A,Mexico
688631,Steller's Jay,https://xeno-canto.org/688631/download,56.0,A,Canada
679452,Steller's Jay,https://xeno-canto.org/679452/download,79.0,A,Canada
676549,Steller's Jay,https://xeno-canto.org/676549/download,14.0,A,Mexico
676545,Steller's Jay,https://xeno-canto.org/676545/download,67.0,A,Mexico
670954,Steller's Jay,https://xeno-canto.org/670954/download,14.0,A,United States
667640,Steller's Jay,https://xeno-canto.org/667640/download,25.0,A,United States
662663,Steller's Jay,https://xeno-canto.org/662663/download,41.0,A,United States
651151,Steller's Jay,https://xeno-canto.org/651151/download,40.0,A,Mexico
646059,Steller's Jay,https://xeno-canto.org/646059/download,47.0,A,Nicaragua
644895,Steller's Jay,https://xeno-canto.org/644895/download,12.0,A,United States
636588,Steller's Jay,https://xeno-canto.org/636588/download,32.0,A,United States
634792,Steller's Jay,https://xeno-canto.org/634792/download,10.0,A,United States
627826,Steller's Jay,https://xeno-canto.org/627826/download,36.0,A,United States
625853,Steller's Jay,https://xeno-canto.org/625853/download,36.0,A,Canada
619060,Steller's Jay,https://xeno-canto.org/619060/download,12.0,A,United States
612665,Steller's Jay,https://xeno-canto.org/612665/download,65.0,A,United States
605632,Steller's Jay,https://xeno-canto.org/605632/download,64.0,A,United States
605631,Steller's Jay,https://xeno-canto.org/605631/download,10.0,A,United States
603263,Steller's Jay,https://xeno-canto.org/603263/download,24.0,A,United States
603262,Steller's Jay,https://xeno-canto.org/603262/download,14.0,A,United States
603261,Steller's Jay,https://xeno-canto.org/603261/download,77.0,A,United States
577312,Steller's Jay,https://xeno-canto.org/577312/download,57.0,A,United States
577311,Steller's Jay,https://xeno-canto.org/577311/download,46.0,A,United States
561908,Steller's Jay,https://xeno-canto.org/561908/download,57.0,A,United States
553421,Steller's Jay,https://xeno-canto.org/553421/download,34.0,A,United States
545914,Steller's Jay,https://xeno-canto.org/545914/download,57.0,A,United States
539039,Steller's Jay,https://xeno-canto.org/539039/download,22.0,A,United States
522477,Steller's Jay,https://xeno-canto.org/522477/download,10.0,A,United States
502310,Steller's Jay,https://xeno-canto.org/502310/download,27.0,A,United States
494456,Steller's Jay,https://xeno-canto.org/494456/download,11.0,A,Canada
494455,Steller's Jay,https://xeno-canto.org/494455/download,43.0,A,Canada
492768,Steller's Jay,https://xeno-canto.org/492768/download,31.0,A,United States
490775,Steller's Jay,https://xeno-canto.org/490775/download,67.0,A,Canada
489342,Steller's Jay,https://xeno-canto.org/489342/download,25.0,A,Canada
489338,Steller's Jay,https://xeno-canto.org/489338/download,87.0,A,Canada
466061,Steller's Jay,https://xeno-canto.org/466061/download,24.0,A,United States
461544,Steller's Jay,https://xeno-canto.org/461544/download,33.0,A,United States
456271,Steller's Jay,https://xeno-canto.org/456271/download,72.0,A,United States
456270,Steller's Jay,https://xeno-canto.org/456270/download,56.0,A,United States
456269,Steller's Jay,https://xeno-canto.org/456269/download,36.0,A,United States
456267,Steller's Jay,https://xeno-canto.org/456267/download,67.0,A,United States
445962,Steller's Jay,https://xeno-canto.org/445962/download,81.0,A,Mexico
445961,Steller's Jay,https://xeno-canto.org/445961/download,28.0,A,Mexico
422408,Steller's Jay,https://xeno-canto.org/422408/download,29.0,A,United States
412625,Steller's Jay,https://xeno-canto.org/412625/download,82.0,A,United States
408649,Steller's Jay,https://xeno-canto.org/408649/download,20.0,A,United States
408295,Steller's Jay,https://xeno-canto.org/408295/download,42.0,A,United States
408294,Steller's Jay,https://xeno-canto.org/408294/download,52.0,A,United States
406906,Steller's Jay,https://xeno-canto.org/406906/download,51.0,A,United States
406317,Steller's Jay,https://xeno-canto.org/406317/download,51.0,A,United States
390196,Steller's Jay,https://xeno-canto.org/390196/download,13.0,A,United States
390091,Steller's Jay,https://xeno-canto.org/390091/download,14.0,A,United States
368857,Steller's Jay,https://xeno-canto.org/368857/download,33.0,A,Canada
362511,Steller's Jay,https://xeno-canto.org/362511/download,12.0,A,United States
361830,Steller's Jay,https://xeno-canto.org/361830/download,22.0,A,United States
357025,Steller's Jay,https://xeno-canto.org/357025/download,39.0,A,United States
356719,Steller's Jay,https://xeno-canto.org/356719/download,27.0,A,United States
356718,Steller's Jay,https://xeno-canto.org/356718/download,106.0,A,United States
356717,Steller's Jay,https://xeno-canto.org/356717/download,17.0,A,United States
356716,Steller's Jay,https://xeno-canto.org/356716/download,22.0,A,United States
352548,Steller's Jay,https://xeno-canto.org/352548/download,19.0,A,Mexico
351349,Steller's Jay,https://xeno-canto.org/351349/download,34.0,A,Mexico
351348,Steller's Jay,https://xeno-canto.org/351348/download,16.0,A,Mexico
332713,Steller's Jay,https://xeno-canto.org/332713/download,69.0,A,United States
321746,Steller's Jay,https://xeno-canto.org/321746/download,89.0,A,United States
312026,Steller's Jay,https://xeno-canto.org/312026/download,69.0,A,United States
303684,Steller's Jay,https://xeno-canto.org/303684/download,74.0,A,United States
302312,Steller's Jay,https://xeno-canto.org/302312/download,14.0,A,United States
302307,Steller's Jay,https://xeno-canto.org/302307/download,19.0,A,United States
295855,Steller's Jay,https://xeno-canto.org/295855/download,37.0,A,United States
295851,Steller's Jay,https://xeno-canto.org/295851/download,15.0,A,United States
295329,Steller's Jay,https://xeno-canto.org/295329/download,25.0,A,United States
293741,Steller's Jay,https://xeno-canto.org/293741/download,96.0,A,United States
292470,Steller's Jay,https://xeno-canto.org/292470/download,14.0,A,United States
288627,Steller's Jay,https://xeno-canto.org/288627/download,18.0,A,United States
277099,Steller's Jay,https://xeno-canto.org/277099/download,16.0,A,United States
265523,Steller's Jay,https://xeno-canto.org/265523/download,54.0,A,Mexico
265522,Steller's Jay,https://xeno-canto.org/265522/download,53.0,A,Mexico
265521,Steller's Jay,https://xeno-canto.org/265521/download,36.0,A,Mexico
265520,Steller's Jay,https://xeno-canto.org/265520/download,54.0,A,Mexico
237496,Steller's Jay,https://xeno-canto.org/237496/download,46.0,A,Honduras
221965,Steller's Jay,https://xeno-canto.org/221965/download,13.0,A,United States
221964,Steller's Jay,https://xeno-canto.org/221964/download,17.0,A,Mexico
221963,Steller's Jay,https://xeno-canto.org/221963/download,19.0,A,Mexico
221962,Steller's Jay,https://xeno-canto.org/221962/download,16.0,A,Mexico
221961,Steller's Jay,https://xeno-canto.org/221961/download,19.0,A,Mexico
172422,Steller's Jay,https://xeno-canto.org/172422/download,38.0,A,United States
172421,Steller's Jay,https://xeno-canto.org/172421/download,72.0,A,United States
170836,Steller's Jay,https://xeno-canto.org/170836/download,50.0,A,United States
76978,Steller's Jay,https://xeno-canto.org/76978/download,25.0,A,United States
76977,Steller's Jay,https://xeno-canto.org/76977/download,30.0,A,United States
70159,Steller's Jay,https://xeno-canto.org/70159/download,15.0,A,Mexico
70158,Steller's Jay,https://xeno-canto.org/70158/download,45.0,A,Mexico
41245,Steller's Jay,https://xeno-canto.org/41245/download,16.0,A,Mexico
38010,Steller's Jay,https://xeno-canto.org/38010/download,13.0,A,United States
30604,Steller's Jay,https://xeno-canto.org/30604/download,58.0,A,United States
30603,Steller's Jay,https://xeno-canto.org/30603/download,29.0,A,United States
14433,Steller's Jay,https://xeno-canto.org/14433/download,54.0,A,United States
14432,Steller's Jay,https://xeno-canto.org/14432/download,33.0,A,United States
11640,Steller's Jay,https://xeno-canto.org/11640/download,33.0,A,United States
1102565,Steller's Jay,https://xeno-canto.org/1102565/download,20.0,B,United States
1090607,Steller's Jay,https://xeno-canto.org/1090607/download,10.0,B,United States
1089586,Steller's Jay,https://xeno-canto.org/1089586/download,40.0,B,Guatemala
1084612,Steller's Jay,https://xeno-canto.org/1084612/download,49.0,B,United States
1068204,Steller's Jay,https://xeno-canto.org/1068204/download,52.0,B,United States
1043865,Steller's Jay,https://xeno-canto.org/1043865/download,40.0,B,United States
1024969,Steller's Jay,https://xeno-canto.org/1024969/download,27.0,B,United States
1003155,Steller's Jay,https://xeno-canto.org/1003155/download,30.0,B,United States
974910,Steller's Jay,https://xeno-canto.org/974910/download,91.0,B,United States
880055,Steller's Jay,https://xeno-canto.org/880055/download,16.0,B,Guatemala
866011,Steller's Jay,https://xeno-canto.org/866011/download,16.0,B,United States
841310,Steller's Jay,https://xeno-canto.org/841310/download,12.0,B,Canada
841309,Steller's Jay,https://xeno-canto.org/841309/download,24.0,B,Canada
807105,Steller's Jay,https://xeno-canto.org/807105/download,14.0,B,United States
807104,Steller's Jay,https://xeno-canto.org/807104/download,21.0,B,United States
807103,Steller's Jay,https://xeno-canto.org/807103/download,66.0,B,United States
807102,Steller's Jay,https://xeno-canto.org/807102/download,52.0,B,United States
807098,Steller's Jay,https://xeno-canto.org/807098/download,15.0,B,United States
796770,Steller's Jay,https://xeno-canto.org/796770/download,18.0,B,United States
772141,Steller's Jay,https://xeno-canto.org/772141/download,11.0,B,Mexico
761811,Steller's Jay,https://xeno-canto.org/761811/download,41.0,B,United States
749275,Steller's Jay,https://xeno-canto.org/749275/download,50.0,B,Mexico
744261,Steller's Jay,https://xeno-canto.org/744261/download,101.0,B,United States
743169,Steller's Jay,https://xeno-canto.org/743169/download,47.0,B,United States
742333,Steller's Jay,https://xeno-canto.org/742333/download,34.0,B,Mexico
732689,Steller's Jay,https://xeno-canto.org/732689/download,24.0,B,United States
709093,Steller's Jay,https://xeno-canto.org/709093/download,22.0,B,United States
686064,Steller's Jay,https://xeno-canto.org/686064/download,25.0,B,Mexico
686062,Steller's Jay,https://xeno-canto.org/686062/download,44.0,B,Mexico
676547,Steller's Jay,https://xeno-canto.org/676547/download,97.0,B,Mexico
658578,Steller's Jay,https://xeno-canto.org/658578/download,41.0,B,Mexico
652112,Steller's Jay,https://xeno-canto.org/652112/download,24.0,B,Nicaragua
636589,Steller's Jay,https://xeno-canto.org/636589/download,72.0,B,United States
636587,Steller's Jay,https://xeno-canto.org/636587/download,26.0,B,United States
627830,Steller's Jay,https://xeno-canto.org/627830/download,64.0,B,United States
627824,Steller's Jay,https://xeno-canto.org/627824/download,33.0,B,United States
624001,Steller's Jay,https://xeno-canto.org/624001/download,25.0,B,Mexico
623815,Steller's Jay,https://xeno-canto.org/623815/download,24.0,B,United States
620757,Steller's Jay,https://xeno-canto.org/620757/download,57.0,B,Mexico
605635,Steller's Jay,https://xeno-canto.org/605635/download,66.0,B,United States
605630,Steller's Jay,https://xeno-canto.org/605630/download,48.0,B,United States
594156,Steller's Jay,https://xeno-canto.org/594156/download,10.0,B,United States
590433,Steller's Jay,https://xeno-canto.org/590433/download,91.0,B,United States
587111,Steller's Jay,https://xeno-canto.org/587111/download,33.0,B,Mexico
587110,Steller's Jay,https://xeno-canto.org/587110/download,25.0,B,Mexico
578548,Steller's Jay,https://xeno-canto.org/578548/download,18.0,B,United States
573281,Steller's Jay,https://xeno-canto.org/573281/download,33.0,B,United States
567738,Steller's Jay,https://xeno-canto.org/567738/download,28.0,B,United States
564994,Steller's Jay,https://xeno-canto.org/564994/download,19.0,B,Canada
558711,Steller's Jay,https://xeno-canto.org/558711/download,69.0,B,United States
552550,Steller's Jay,https://xeno-canto.org/552550/download,119.0,B,United States
494454,Steller's Jay,https://xeno-canto.org/494454/download,17.0,B,Canada
494453,Steller's Jay,https://xeno-canto.org/494453/download,25.0,B,Canada
494265,Steller's Jay,https://xeno-canto.org/494265/download,62.0,B,United States
477832,Steller's Jay,https://xeno-canto.org/477832/download,43.0,B,United States
475247,Steller's Jay,https://xeno-canto.org/475247/download,24.0,B,United States
465645,Steller's Jay,https://xeno-canto.org/465645/download,39.0,B,United States
459467,Steller's Jay,https://xeno-canto.org/459467/download,117.0,B,United States
448728,Steller's Jay,https://xeno-canto.org/448728/download,45.0,B,United States
445958,Steller's Jay,https://xeno-canto.org/445958/download,103.0,B,Mexico
445957,Steller's Jay,https://xeno-canto.org/445957/download,97.0,B,Mexico
433804,Steller's Jay,https://xeno-canto.org/433804/download,21.0,B,United States
414139,Steller's Jay,https://xeno-canto.org/414139/download,11.0,B,United States
412611,Steller's Jay,https://xeno-canto.org/412611/download,35.0,B,United States
408292,Steller's Jay,https://xeno-canto.org/408292/download,32.0,B,United States
406987,Steller's Jay,https://xeno-canto.org/406987/download,24.0,B,United States
387558,Steller's Jay,https://xeno-canto.org/387558/download,17.0,B,United States
383427,Steller's Jay,https://xeno-canto.org/383427/download,16.0,B,Canada
375749,Steller's Jay,https://xeno-canto.org/375749/download,26.0,B,United States
371060,Steller's Jay,https://xeno-canto.org/371060/download,16.0,B,Honduras
356720,Steller's Jay,https://xeno-canto.org/356720/download,29.0,B,United States
355087,Steller's Jay,https://xeno-canto.org/355087/download,38.0,B,United States
355086,Steller's Jay,https://xeno-canto.org/355086/download,12.0,B,United States
346414,Steller's Jay,https://xeno-canto.org/346414/download,10.0,B,Honduras
337558,Steller's Jay,https://xeno-canto.org/337558/download,81.0,B,Mexico
329618,Steller's Jay,https://xeno-canto.org/329618/download,21.0,B,Honduras
329104,Steller's Jay,https://xeno-canto.org/329104/download,16.0,B,Mexico
329096,Steller's Jay,https://xeno-canto.org/329096/download,84.0,B,Mexico
327700,Steller's Jay,https://xeno-canto.org/327700/download,36.0,B,Nicaragua
321747,Steller's Jay,https://xeno-canto.org/321747/download,24.0,B,United States
304672,Steller's Jay,https://xeno-canto.org/304672/download,12.0,B,United States
302315,Steller's Jay,https://xeno-canto.org/302315/download,26.0,B,United States
302314,Steller's Jay,https://xeno-canto.org/302314/download,19.0,B,United States
302311,Steller's Jay,https://xeno-canto.org/302311/download,15.0,B,United States
301384,Steller's Jay,https://xeno-canto.org/301384/download,39.0,B,Mexico
297436,Steller's Jay,https://xeno-canto.org/297436/download,18.0,B,United States
293739,Steller's Jay,https://xeno-canto.org/293739/download,64.0,B,United States
270233,Steller's Jay,https://xeno-canto.org/270233/download,41.0,B,United States
263152,Steller's Jay,https://xeno-canto.org/263152/download,38.0,B,United States
260224,Steller's Jay,https://xeno-canto.org/260224/download,31.0,B,Mexico
260223,Steller's Jay,https://xeno-canto.org/260223/download,59.0,B,Mexico
253551,Steller's Jay,https://xeno-canto.org/253551/download,73.0,B,United States
235064,Steller's Jay,https://xeno-canto.org/235064/download,29.0,B,United States
233018,Steller's Jay,https://xeno-canto.org/233018/download,33.0,B,Guatemala
221973,Steller's Jay,https://xeno-canto.org/221973/download,35.0,B,United States
221970,Steller's Jay,https://xeno-canto.org/221970/download,14.0,B,Mexico
221969,Steller's Jay,https://xeno-canto.org/221969/download,31.0,B,Mexico
221968,Steller's Jay,https://xeno-canto.org/221968/download,13.0,B,Mexico
221967,Steller's Jay,https://xeno-canto.org/221967/download,21.0,B,Mexico
221966,Steller's Jay,https://xeno-canto.org/221966/download,12.0,B,Mexico
212635,Steller's Jay,https://xeno-canto.org/212635/download,50.0,B,Mexico
207202,Steller's Jay,https://xeno-canto.org/207202/download,25.0,B,Honduras
187070,Steller's Jay,https://xeno-canto.org/187070/download,52.0,B,Honduras
172197,Steller's Jay,https://xeno-canto.org/172197/download,32.0,B,United States
167134,Steller's Jay,https://xeno-canto.org/167134/download,20.0,B,United States
165661,Steller's Jay,https://xeno-canto.org/165661/download,26.0,B,Mexico
163635,Steller's Jay,https://xeno-canto.org/163635/download,17.0,B,Canada
161454,Steller's Jay,https://xeno-canto.org/161454/download,88.0,B,Canada
160031,Steller's Jay,https://xeno-canto.org/160031/download,102.0,B,Canada
159806,Steller's Jay,https://xeno-canto.org/159806/download,35.0,B,Canada
159760,Steller's Jay,https://xeno-canto.org/159760/download,56.0,B,Canada
159726,Steller's Jay,https://xeno-canto.org/159726/download,30.0,B,Canada
159615,Steller's Jay,https://xeno-canto.org/159615/download,27.0,B,Canada
158111,Steller's Jay,https://xeno-canto.org/158111/download,62.0,B,Honduras
146610,Steller's Jay,https://xeno-canto.org/146610/download,56.0,B,United States
136136,Steller's Jay,https://xeno-canto.org/136136/download,19.0,B,United States
136028,Steller's Jay,https://xeno-canto.org/136028/download,50.0,B,United States
131541,Steller's Jay,https://xeno-canto.org/131541/download,12.0,B,United States
125473,Steller's Jay,https://xeno-canto.org/125473/download,87.0,B,United States
122660,Steller's Jay,https://xeno-canto.org/122660/download,83.0,B,Canada
110262,Steller's Jay,https://xeno-canto.org/110262/download,17.0,B,United States
110261,Steller's Jay,https://xeno-canto.org/110261/download,18.0,B,United States
109653,Steller's Jay,https://xeno-canto.org/109653/download,37.0,B,United States
76980,Steller's Jay,https://xeno-canto.org/76980/download,25.0,B,United States
76979,Steller's Jay,https://xeno-canto.org/76979/download,13.0,B,United States
70060,Steller's Jay,https://xeno-canto.org/70060/download,19.0,B,United States
65761,Steller's Jay,https://xeno-canto.org/65761/download,46.0,B,Mexico
22007,Steller's Jay,https://xeno-canto.org/22007/download,17.0,B,Canada
18404,Steller's Jay,https://xeno-canto.org/18404/download,60.0,B,United States
12141,Steller's Jay,https://xeno-canto.org/12141/download,23.0,B,United States
11575,Steller's Jay,https://xeno-canto.org/11575/download,67.0,B,Mexico
1099408,Northern Flicker,https://xeno-canto.org/1099408/download,77.0,A,United States
1069251,Northern Flicker,https://xeno-canto.org/1069251/download,12.0,A,United States
1033749,Northern Flicker,https://xeno-canto.org/1033749/download,49.0,A,United States
1029783,Northern Flicker,https://xeno-canto.org/1029783/download,25.0,A,United States
1015011,Northern Flicker,https://xeno-canto.org/1015011/download,18.0,A,Canada
1013307,Northern Flicker,https://xeno-canto.org/1013307/download,60.0,A,Canada
1013010,Northern Flicker,https://xeno-canto.org/1013010/download,61.0,A,Canada
1009102,Northern Flicker,https://xeno-canto.org/1009102/download,64.0,A,United States
1007124,Northern Flicker,https://xeno-canto.org/1007124/download,26.0,A,United States
993993,Northern Flicker,https://xeno-canto.org/993993/download,19.0,A,Cuba
975331,Northern Flicker,https://xeno-canto.org/975331/download,44.0,A,Cuba
957326,Northern Flicker,https://xeno-canto.org/957326/download,22.0,A,Canada
839869,Northern Flicker,https://xeno-canto.org/839869/download,29.0,A,Canada
786155,Northern Flicker,https://xeno-canto.org/786155/download,95.0,A,United States
786154,Northern Flicker,https://xeno-canto.org/786154/download,63.0,A,United States
786153,Northern Flicker,https://xeno-canto.org/786153/download,55.0,A,United States
776026,Northern Flicker,https://xeno-canto.org/776026/download,29.0,A,United States
753469,Northern Flicker,https://xeno-canto.org/753469/download,10.0,A,United States
753183,Northern Flicker,https://xeno-canto.org/753183/download,65.0,A,Canada
722853,Northern Flicker,https://xeno-canto.org/722853/download,19.0,A,United States
713588,Northern Flicker,https://xeno-canto.org/713588/download,102.0,A,United States
708962,Northern Flicker,https://xeno-canto.org/708962/download,85.0,A,United States
697755,Northern Flicker,https://xeno-canto.org/697755/download,34.0,A,Canada
686057,Northern Flicker,https://xeno-canto.org/686057/download,32.0,A,Canada
685311,Northern Flicker,https://xeno-canto.org/685311/download,62.0,A,Canada
677543,Northern Flicker,https://xeno-canto.org/677543/download,27.0,A,Canada
677541,Northern Flicker,https://xeno-canto.org/677541/download,38.0,A,Canada
661732,Northern Flicker,https://xeno-canto.org/661732/download,102.0,A,Mexico
648368,Northern Flicker,https://xeno-canto.org/648368/download,49.0,A,Canada
645833,Northern Flicker,https://xeno-canto.org/645833/download,13.0,A,United States
638937,Northern Flicker,https://xeno-canto.org/638937/download,57.0,A,United States
636252,Northern Flicker,https://xeno-canto.org/636252/download,32.0,A,Canada
634286,Northern Flicker,https://xeno-canto.org/634286/download,42.0,A,United States
624993,Northern Flicker,https://xeno-canto.org/624993/download,36.0,A,United States
622248,Northern Flicker,https://xeno-canto.org/622248/download,47.0,A,United States
622247,Northern Flicker,https://xeno-canto.org/622247/download,46.0,A,United States
614479,Northern Flicker,https://xeno-canto.org/614479/download,59.0,A,United States
613886,Northern Flicker,https://xeno-canto.org/613886/download,17.0,A,United States
613548,Northern Flicker,https://xeno-canto.org/613548/download,30.0,A,United States
613546,Northern Flicker,https://xeno-canto.org/613546/download,18.0,A,United States
613544,Northern Flicker,https://xeno-canto.org/613544/download,11.0,A,Canada
604689,Northern Flicker,https://xeno-canto.org/604689/download,26.0,A,United States
601754,Northern Flicker,https://xeno-canto.org/601754/download,32.0,A,United States
599826,Northern Flicker,https://xeno-canto.org/599826/download,19.0,A,United States
598066,Northern Flicker,https://xeno-canto.org/598066/download,64.0,A,Mexico
597989,Northern Flicker,https://xeno-canto.org/597989/download,102.0,A,Canada
583402,Northern Flicker,https://xeno-canto.org/583402/download,23.0,A,United States
580046,Northern Flicker,https://xeno-canto.org/580046/download,21.0,A,United States
567342,Northern Flicker,https://xeno-canto.org/567342/download,43.0,A,United States
561364,Northern Flicker,https://xeno-canto.org/561364/download,36.0,A,United States
537971,Northern Flicker,https://xeno-canto.org/537971/download,57.0,A,United States
508452,Northern Flicker,https://xeno-canto.org/508452/download,70.0,A,United States
494025,Northern Flicker,https://xeno-canto.org/494025/download,58.0,A,United States
483727,Northern Flicker,https://xeno-canto.org/483727/download,23.0,A,Canada
482284,Northern Flicker,https://xeno-canto.org/482284/download,66.0,A,United States
476943,Northern Flicker,https://xeno-canto.org/476943/download,28.0,A,Canada
475243,Northern Flicker,https://xeno-canto.org/475243/download,37.0,A,United States
465729,Northern Flicker,https://xeno-canto.org/465729/download,24.0,A,United States
452628,Northern Flicker,https://xeno-canto.org/452628/download,28.0,A,United States
450926,Northern Flicker,https://xeno-canto.org/450926/download,102.0,A,United States
448954,Northern Flicker,https://xeno-canto.org/448954/download,30.0,A,United States
412860,Northern Flicker,https://xeno-canto.org/412860/download,74.0,A,United States
410727,Northern Flicker,https://xeno-canto.org/410727/download,11.0,A,United States
408276,Northern Flicker,https://xeno-canto.org/408276/download,16.0,A,United States
408275,Northern Flicker,https://xeno-canto.org/408275/download,81.0,A,United States
379036,Northern Flicker,https://xeno-canto.org/379036/download,34.0,A,United States
368593,Northern Flicker,https://xeno-canto.org/368593/download,36.0,A,United States
368592,Northern Flicker,https://xeno-canto.org/368592/download,28.0,A,United States
368286,Northern Flicker,https://xeno-canto.org/368286/download,35.0,A,United States
356605,Northern Flicker,https://xeno-canto.org/356605/download,48.0,A,United States
354617,Northern Flicker,https://xeno-canto.org/354617/download,15.0,A,United States
325002,Northern Flicker,https://xeno-canto.org/325002/download,28.0,A,United States
323227,Northern Flicker,https://xeno-canto.org/323227/download,48.0,A,United States
321833,Northern Flicker,https://xeno-canto.org/321833/download,14.0,A,United States
321823,Northern Flicker,https://xeno-canto.org/321823/download,21.0,A,United States
317971,Northern Flicker,https://xeno-canto.org/317971/download,63.0,A,United States
314603,Northern Flicker,https://xeno-canto.org/314603/download,42.0,A,United States
313676,Northern Flicker,https://xeno-canto.org/313676/download,38.0,A,United States
313675,Northern Flicker,https://xeno-canto.org/313675/download,20.0,A,United States
309651,Northern Flicker,https://xeno-canto.org/309651/download,23.0,A,United States
307576,Northern Flicker,https://xeno-canto.org/307576/download,74.0,A,United States
305129,Northern Flicker,https://xeno-canto.org/305129/download,61.0,A,United States
304797,Northern Flicker,https://xeno-canto.org/304797/download,38.0,A,United States
297479,Northern Flicker,https://xeno-canto.org/297479/download,21.0,A,United States
297478,Northern Flicker,https://xeno-canto.org/297478/download,16.0,A,United States
288992,Northern Flicker,https://xeno-canto.org/288992/download,15.0,A,United States
288990,Northern Flicker,https://xeno-canto.org/288990/download,21.0,A,United States
287246,Northern Flicker,https://xeno-canto.org/287246/download,11.0,A,United States
267750,Northern Flicker,https://xeno-canto.org/267750/download,12.0,A,United States
